full_name;sex;birth_year;city;country;continent;occupation;industry;domain;article_languages;page_views;average_views;historical_popularity_index
Søren Kierkegaard;Male;1813;Copenhagen;Denmark;Europe;Philosopher;Philosophy;Humanities;87;10385426;119373;262.444
Sitting Bull;Male;1831;Grand River;United States;North America;Politician;Government;Institutions;69;5806146;84147;262.439
Robert Baden-Powell, 1st Baron Baden-Powell;Male;1857;London;United Kingdom;Europe;Military Personnel;Military;Institutions;56;2517095;44948;262.428
Philip the Apostle;Male;1;Bethsaida;Israel;Asia;Religious Figure;Religion;Institutions;60;1302960;21716;262.419
Sergei Rachmaninoff;Male;1873;Velikiy Novgorod;Russia;Europe;Composer;Music;Arts;54;6441814;119293;262.416
Eva Perón;Female;1919;Los Toldos;Argentina;South America;Politician;Government;Institutions;73;11272900;154423;262.402
Orson Welles;Male;1915;Kenosha;United States;North America;Actor;Film And Theatre;Arts;66;12833460;194446;262.388
Skanderbeg;Male;1405;Dibra;Albania;Europe;Politician;Government;Institutions;53;2260739;42655;262.387
Cleisthenes;Male;-570;Other;Unknown;Unknown;Politician;Government;Institutions;34;1654757;48669;262.384
Jean Cocteau;Male;1889;Maisons-Laffitte;France;Europe;Writer;Language;Humanities;60;4795683;79928;262.379
Vladimir Vladimirovich Nabokov;Male;1899;Saint Petersburg;Russia;Europe;Writer;Language;Humanities;84;6509798;77498;262.376
Jürgen Habermas;Male;1929;Düsseldorf;Germany;Europe;Philosopher;Philosophy;Humanities;55;6245446;113554;262.368
Simon the Zealot;Male;1;Cana;Israel;Asia;Religious Figure;Religion;Institutions;51;1198478;23500;262.363
Akira Kurosawa;Male;1910;Tokyo;Japan;Asia;Film Director;Film And Theatre;Arts;102;9833860;96410;262.358
Pierre Curie;Male;1859;Paris;France;Europe;Physicist;Natural Sciences;Science & Technology;79;3215977;40709;262.306
Pope Gregory VII;Male;1020;Sovana;Italy;Europe;Religious Figure;Religion;Institutions;55;1829480;33263;262.296
Alexander I of Russia;Male;1777;Saint Petersburg;Russia;Europe;Politician;Government;Institutions;59;5194851;88048;262.284
Stefan Zweig;Male;1881;Vienna;Austria;Europe;Writer;Language;Humanities;61;3912611;64141;262.269
Darius II of Persia;Male;-475;Persia;Iran;Asia;Politician;Government;Institutions;36;444719;12353;262.258
Dmitri Shostakovich;Male;1906;Saint Petersburg;Russia;Europe;Composer;Music;Arts;62;5642495;91008;262.249
Maurice Maeterlinck;Male;1862;Ghent;Belgium;Europe;Writer;Language;Humanities;64;1458714;22792;262.247
Antigonus I Monophthalmus;Male;-382;Elimiotis;Greece;Europe;Politician;Government;Institutions;39;696978;17871;262.243
Leonhard Euler;Male;1707;Basel;Switzerland;Europe;Mathematician;Math;Science & Technology;108;13495418;124958;262.223
Eleanor of Aquitaine;Female;1122;Bordeaux;France;Europe;Companion;Companions;Public Figure;46;4570041;99349;26.221
Martial;Male;40;Augusta Bilbilis;Spain;Europe;Writer;Language;Humanities;37;1305740;35290;262.186
Emperor Wu of Han;Male;-156;Xi'an;China;Asia;Politician;Government;Institutions;45;1411912;31376;262.175
Artaxerxes II of Persia;Male;-436;Other;Unknown;Unknown;Politician;Government;Institutions;37;482038;13028;262.163
Leni Riefenstahl;Female;1902;Berlin;Germany;Europe;Film Director;Film And Theatre;Arts;59;4454010;75492;262.135
Guillaume Apollinaire;Male;1880;Rome;Italy;Europe;Writer;Language;Humanities;53;5538969;104509;262.096
John Dewey;Male;1859;Burlington;United States;North America;Psychologist;Social Sciences;Science & Technology;55;7271211;132204;26.209
George Berkeley;Male;1685;Kilkenny;Ireland;Europe;Philosopher;Philosophy;Humanities;61;2796987;45852;262.073
Lucian;Male;125;Samosata;Turkey;Asia;Writer;Language;Humanities;46;1551872;33736;262.059
Pope Innocent III;Male;1161;Gavignano;Italy;Europe;Religious Figure;Religion;Institutions;59;1931748;32741;262.029
Camille Pissarro;Male;1830;Charlotte Amalie;Us Virgin Islands;North America;Painter;Fine Arts;Arts;55;3615363;65734;262.016
Ulfilas;Male;310;Other;Unknown;Unknown;Religious Figure;Religion;Institutions;41;481433;11742;261.988
Roxelana;Female;1506;Ukraine;Ukraine;Europe;Politician;Government;Institutions;35;13713388;391811;261.947
Paulo Coelho;Male;1947;Rio de Janeiro;Brazil;South America;Writer;Language;Humanities;69;14311386;207411;261.927
Ahmose I;Male;-1560;Thebes;Egypt;Africa;Politician;Government;Institutions;41;1024024;24976;261.914
Theodor Mommsen;Male;1817;Garding;Germany;Europe;Archaeologist;Natural Sciences;Science & Technology;70;1144841;16355;261.911
Archduke Franz Ferdinand of Austria;Male;1863;Graz;Austria;Europe;Nobleman;Government;Institutions;70;7902362;112891;261.885
Erik Satie;Male;1866;Honfleur;France;Europe;Composer;Music;Arts;42;4679382;111414;261.878
Alexander II of Russia;Male;1818;Moscow;Russia;Europe;Politician;Government;Institutions;62;6759130;109018;26.186
James Brown;Male;1933;Barnwell;United States;North America;Singer;Music;Arts;58;11630544;200527;261.847
Leonard Cohen;Male;1934;Montreal;Canada;North America;Writer;Language;Humanities;56;12612448;225222;261.834
Greta Garbo;Female;1905;Stockholm;Sweden;Europe;Actor;Film And Theatre;Arts;59;8223872;139388;26.183
Girolamo Savonarola;Male;1452;Ferrara;Italy;Europe;Religious Figure;Religion;Institutions;50;3402073;68041;261.827
Cassander;Male;-350;Other;Unknown;Unknown;Politician;Government;Institutions;34;972636;28607;261.826
Pope Julius II;Male;1443;Albisola Superiore;Italy;Europe;Religious Figure;Religion;Institutions;63;3235687;51360;261.824
Valentinian III;Male;419;Ravenna;Italy;Europe;Politician;Government;Institutions;48;1010924;21061;261.822
Alexander Nevsky;Male;1220;Pereslavl-Zalessky;Russia;Europe;Nobleman;Government;Institutions;47;2959249;62963;261.818
Chuck Berry;Male;1926;St. Louis;United States;North America;Musician;Music;Arts;54;11380455;210749;261.814
Edward I of England;Male;1239;London;United Kingdom;Europe;Politician;Government;Institutions;58;7062520;121768;261.794
John Steinbeck;Male;1902;Salinas;United States;North America;Writer;Language;Humanities;78;10127920;129845;261.784
George Gershwin;Male;1898;New York;United States;North America;Composer;Music;Arts;59;5992072;101561;261.782
Ferdowsi;Male;940;Tous;Iran;Asia;Writer;Language;Humanities;68;1588037;23353;26.178
Henry Purcell;Male;1659;London;United Kingdom;Europe;Composer;Music;Arts;48;3102657;64639;261.766
Oskar Schindler;Male;1908;Svitavy;Czech Republic;Europe;Businessperson;Business;Business & Law;51;13227107;259355;261.743
Thomas Malthus;Male;1766;Westcott;United Kingdom;Europe;Economist;Social Sciences;Science & Technology;61;6077256;99627;261.733
Muhammad Ali;Male;1942;Louisville;United States;North America;Boxer;Individual Sports;Sports;84;36149628;430353;261.714
Johann Gottlieb Fichte;Male;1762;Rammenau;Germany;Europe;Philosopher;Philosophy;Humanities;52;2145593;41261;26.171
Dustin Hoffman;Male;1937;Los Angeles;United States;North America;Actor;Film And Theatre;Arts;70;13643777;194911;261.695
Juan Carlos I of Spain;Male;1938;Rome;Italy;Europe;Nobleman;Government;Institutions;78;9903647;126970;261.693
Donato Bramante;Male;1444;Urbino;Italy;Europe;Architect;Design;Arts;42;1859792;44281;261.692
Salvador Allende;Male;1908;Valparaíso;Chile;South America;Politician;Government;Institutions;71;7470018;105212;261.682
Harrison Ford;Male;1942;Chicago;United States;North America;Actor;Film And Theatre;Arts;63;23806375;377879;261.672
Neil Armstrong;Male;1930;Auglaize County;United States;North America;Astronaut;Explorers;Exploration;121;27740982;229264;261.661
Antoine Henri Becquerel;Male;1852;Paris;France;Europe;Physicist;Natural Sciences;Science & Technology;72;2883893;40054;261.656
Charles V of France;Male;1338;Vincennes;France;Europe;Politician;Government;Institutions;50;1583499;31670;261.655
Padmasambhava;Male;700;Swat District;Pakistan;Asia;Philosopher;Philosophy;Humanities;36;1060913;29470;261.618
Bayezid I;Male;1354;Edirne;Turkey;Asia;Politician;Government;Institutions;57;1983397;34796;261.606
Jimmy Page;Male;1944;Heston;United Kingdom;Europe;Musician;Music;Arts;51;16351835;320624;261.562
Jean-Baptiste Lully;Male;1632;Florence;Italy;Europe;Composer;Music;Arts;51;2758909;54096;261.546
Camille Saint-Saëns;Male;1835;Paris;France;Europe;Composer;Music;Arts;51;4346313;85222;261.542
Basil II;Male;958;Istanbul;Turkey;Asia;Politician;Government;Institutions;46;1146909;24933;26.154
Roxana;Female;-344;Other;Afghanistan;Asia;Companion;Companions;Public Figure;39;1566656;40171;26.154
Gustave Doré;Male;1832;Strasbourg;France;Europe;Painter;Fine Arts;Arts;51;3532671;69268;261.511
David Bowie;Male;1947;Brixton;United Kingdom;Europe;Singer;Music;Arts;67;33416436;498753;261.468
Giorgio Vasari;Male;1511;Arezzo;Italy;Europe;Writer;Language;Humanities;57;2890902;50718;261.451
Antiochus III the Great;Male;-241;Susa;Iran;Asia;Politician;Government;Institutions;41;730294;17812;261.443
Heinrich Böll;Male;1917;Cologne;Germany;Europe;Writer;Language;Humanities;71;3015002;42465;261.434
Martin Bormann;Male;1900;Wegeleben;Germany;Europe;Politician;Government;Institutions;46;5897867;128215;261.426
Aristippus;Male;-435;Cyrene;Libya;Africa;Philosopher;Philosophy;Humanities;37;545624;14747;261.395
Isocrates;Male;-436;Athens;Greece;Europe;Presenter;Media Personality;Public Figure;32;1010513;31579;261.393
Djer;Male;-3050;Other;Unknown;Unknown;Politician;Government;Institutions;37;318912;8619;261.392
Ingrid Bergman;Female;1915;Stockholm;Sweden;Europe;Actor;Film And Theatre;Arts;70;9141349;130591;261.389
Ludwig Andreas Feuerbach;Male;1804;Landshut;Germany;Europe;Philosopher;Philosophy;Humanities;49;2589467;52846;261.382
Seth;Male;-3500;Other;Unknown;Unknown;Religious Figure;Religion;Institutions;40;2197060;54927;261.374
Novalis;Male;1772;Wiederstedt;Germany;Europe;Writer;Language;Humanities;42;2411983;57428;261.373
Carl Maria von Weber;Male;1786;Eutin;Germany;Europe;Composer;Music;Arts;49;2138019;43633;261.364
Romain Rolland;Male;1866;Clamecy;France;Europe;Writer;Language;Humanities;66;1743189;26412;261.343
David Hilbert;Male;1862;Kaliningrad;Russia;Europe;Mathematician;Math;Science & Technology;71;2885958;40647;26.132
Cimabue;Male;1240;Florence;Italy;Europe;Artist;Fine Arts;Arts;43;1528880;35555;261.302
Pertinax;Male;126;Alba Pompeia;Italy;Europe;Politician;Government;Institutions;51;1241066;24335;261.301
Tomaso Albinoni;Male;1671;Venice;Italy;Europe;Composer;Music;Arts;46;1471576;31991;261.299
Frederick II, Holy Roman Emperor;Male;1194;Iesi;Italy;Europe;Politician;Government;Institutions;56;1925248;34379;261.282
Apelles;Male;-400;Colophon;Turkey;Asia;Painter;Fine Arts;Arts;35;672416;19212;261.278
Hu Jintao;Male;1942;Jiangyan;China;Asia;Politician;Government;Institutions;86;10487562;121948;261.267
Marcus Terentius Varro;Male;-116;Rieti;Italy;Europe;Writer;Language;Humanities;35;790005;22572;261.212
Pier Paolo Pasolini;Male;1922;Bologna;Italy;Europe;Film Director;Film And Theatre;Arts;50;6361952;127239;261.198
Charles Manson;Male;1934;Cincinnati;United States;North America;Extremist;Outlaws;Public Figure;43;38188189;888097;261.181
Absalom;Male;-3500;Jerusalem;Palestine;Asia;Religious Figure;Religion;Institutions;35;1544050;44116;261.135
Modest Petrovich Mussorgsky;Male;1839;Toropets;Russia;Europe;Composer;Music;Arts;55;3036467;55208;261.126
Marie de' Medici;Female;1575;Florence;Italy;Europe;Nobleman;Government;Institutions;43;2361768;54925;261.106
Alain Delon;Male;1935;Sceaux;France;Europe;Actor;Film And Theatre;Arts;53;9780898;184545;261.105
Ozzy Osbourne;Male;1948;Aston;United Kingdom;Europe;Singer;Music;Arts;54;25287553;468288;261.074
Lysimachus;Male;-360;Krannonas;Greece;Europe;Politician;Government;Institutions;35;607139;17347;261.066
Archilochus;Male;-680;Paros;Greece;Europe;Writer;Language;Humanities;38;712949;18762;261.063
Giovanni Pierluigi da Palestrina;Male;1525;Palestrina;Italy;Europe;Composer;Music;Arts;46;2213416;48118;261.049
Herod Antipas;Male;-20;Judea;Israel;Asia;Politician;Government;Institutions;38;1856995;48868;261.044
Charles Babbage;Male;1791;Teignmouth;United Kingdom;Europe;Inventor;Invention;Science & Technology;67;7274811;108579;261.034
Joséphine de Beauharnais;Female;1763;Les Trois-Îlets;France;Europe;Companion;Companions;Public Figure;49;4109861;83875;261.026
Louis the German;Male;806;France;France;Europe;Politician;Government;Institutions;41;927222;22615;261.022
Artaxerxes I of Persia;Male;-500;Other;Unknown;Unknown;Politician;Government;Institutions;36;1010785;28077;261.014
Konrad Adenauer;Male;1876;Cologne;Germany;Europe;Politician;Government;Institutions;71;6224621;87671;261.006
Andrea Mantegna;Male;1431;Isola di Carturo;Italy;Europe;Painter;Fine Arts;Arts;43;2014278;46844;26.096
Joseph Fourier;Male;1768;Auxerre;France;Europe;Mathematician;Math;Science & Technology;86;1786471;20773;260.915
Smenkhkare;Male;-1350;Other;Unknown;Unknown;Politician;Government;Institutions;35;682410;19497;260.877
John the Apostle;Male;6;Galilee;Israel;Asia;Religious Figure;Religion;Institutions;45;3128673;69526;260.863
Joseph Louis Lagrange;Male;1736;Turin;Italy;Europe;Mathematician;Math;Science & Technology;62;2149981;34677;260.855
Cai Lun;Male;50;Guiyang;China;Asia;Inventor;Invention;Science & Technology;40;719488;17987;260.833
Marcion of Sinope;Male;85;Sinop;Turkey;Asia;Religious Figure;Religion;Institutions;37;712336;19252;260.833
Frederick II of Prussia;Male;1712;Kingdom of Prussia;Germany;Europe;Writer;Language;Humanities;68;3917647;57612;26.083
Gregor Mendel;Male;1822;Hynčice;Czech Republic;Europe;Biologist;Natural Sciences;Science & Technology;79;20214907;255885;260.827
Gaetano Donizetti;Male;1797;Bergamo;Italy;Europe;Composer;Music;Arts;53;2213118;41757;260.785
Pocahontas;Female;1595;Werowocomoco;United States;North America;Diplomat;Government;Institutions;40;15118314;377958;260.749
Johann Heinrich Pestalozzi;Male;1746;Zürich;Switzerland;Europe;Social Activist;Activism;Public Figure;43;2875599;66874;260.737
Maximinus Thrax;Male;173;Thrace;Greece;Europe;Politician;Government;Institutions;48;1210730;25224;26.073
Cleopatra I of Egypt;Female;-204;Other;Unknown;Unknown;Politician;Government;Institutions;33;495075;15002;260.719
Lothair I;Male;795;France;France;Europe;Politician;Government;Institutions;45;849664;18881;260.716
Nicholas Flamel;Male;1330;Pontoise;France;Europe;Writer;Language;Humanities;35;3187077;91059;260.715
Sun Quan;Male;182;China;China;Asia;Politician;Government;Institutions;29;2299807;79304;26.071
Walter Benjamin;Male;1892;Berlin;Germany;Europe;Philosopher;Philosophy;Humanities;49;4577942;93427;26.07
Christoph Willibald Gluck;Male;1714;Berching;Germany;Europe;Composer;Music;Arts;51;1905006;37353;260.675
Olympias;Female;-375;Other;Unknown;Unknown;Companion;Companions;Public Figure;31;1440508;46468;260.632
Apollonius of Rhodes;Male;-270;Alexandria;Egypt;Africa;Writer;Language;Humanities;39;503521;12911;26.058
Elias Canetti;Male;1905;Ruse;Bulgaria;Europe;Writer;Language;Humanities;64;1659193;25925;260.565
Philip IV of Spain;Male;1605;Valladolid;Spain;Europe;Politician;Government;Institutions;55;3051606;55484;26.056
Pope Urban I;Male;222;Rome;Italy;Europe;Religious Figure;Religion;Institutions;60;595759;9929;260.547
Sinan;Male;1489;Ağırnas;Turkey;Asia;Architect;Design;Arts;78;3658345;46902;260.529
Pope Leo X;Male;1475;Florence;Italy;Europe;Religious Figure;Religion;Institutions;57;3143240;55145;26.052
Archytas;Male;-428;Tarranto;Italy;Europe;Mathematician;Math;Science & Technology;38;503475;13249;260.518
Cao Pi;Male;187;Bozhou;China;Asia;Politician;Government;Institutions;26;1890668;72718;260.514
Herbert Spencer;Male;1820;Derby;United Kingdom;Europe;Philosopher;Philosophy;Humanities;51;4625385;90694;260.483
Philip III of Spain;Male;1578;Madrid;Spain;Europe;Politician;Government;Institutions;53;2231161;42097;260.483
Vincenzo Bellini;Male;1801;Catania;Italy;Europe;Composer;Music;Arts;48;2307688;48077;260.479
Zhu Xi;Male;1130;Youxi County;China;Asia;Philosopher;Philosophy;Humanities;71;824954;11619;260.475
Francis Ford Coppola;Male;1939;Detroit;United States;North America;Film Director;Film And Theatre;Arts;57;11188194;196284;260.472
Galerius;Male;260;Gamzigrad;Serbia;Europe;Politician;Government;Institutions;49;1002519;20460;260.466
Tarquinius Priscus;Male;-700;Tarquinii;Italy;Europe;Politician;Government;Institutions;32;619086;19346;260.446
Jean-Paul Marat;Male;1743;Boudry;Switzerland;Europe;Social Activist;Activism;Public Figure;47;3561288;75772;260.438
Idi Amin;Male;1925;Koboko District;Uganda;Africa;Politician;Government;Institutions;66;10934754;165678;260.401
Mozi;Male;-470;Tenzhou;China;Asia;Philosopher;Philosophy;Humanities;33;1040093;31518;260.382
Jacques de Molay;Male;1240;Franche-Comté;France;Europe;Religious Figure;Religion;Institutions;33;2015011;61061;26.038
Antinous;Male;111;Bithynia;Greece;Europe;Companion;Companions;Public Figure;29;1799338;62046;260.367
Gustav I of Sweden;Male;1496;Rydbo;Sweden;Europe;Social Activist;Activism;Public Figure;46;2137463;46467;260.362
Ariel Sharon;Male;1928;Kfar Malal;Israel;Asia;Politician;Government;Institutions;65;8642705;132965;260.348
Yukio Mishima;Male;1925;Tokyo;Japan;Asia;Writer;Language;Humanities;54;9253057;171353;260.311
Theocritus;Male;-270;Syracuse;Italy;Europe;Writer;Language;Humanities;33;604680;18324;260.305
Probus;Male;232;Sirmium;Serbia;Europe;Politician;Government;Institutions;43;580977;13511;26.029
Emperor Meiji;Male;1852;Kyoto;Japan;Asia;Politician;Government;Institutions;49;5758182;117514;260.284
Jacques Lacan;Male;1901;Paris;France;Europe;Psychologist;Social Sciences;Science & Technology;49;5852204;119433;260.234
Nikolai Rimsky-Korsakov;Male;1844;Tikhvin;Russia;Europe;Composer;Music;Arts;60;3163113;52719;260.228
Lucrezia Borgia;Female;1480;Subiaco;Italy;Europe;Nobleman;Government;Institutions;40;9053077;226327;260.223
Henri Poincaré;Male;1854;Nancy;France;Europe;Mathematician;Math;Science & Technology;63;2831983;44952;260.215
Posidonius;Male;-135;Apamea;Syria;Asia;Philosopher;Philosophy;Humanities;42;511834;12187;260.212
John of Damascus;Male;676;Damascus;Syria;Asia;Philosopher;Philosophy;Humanities;45;963837;21419;260.198
Karl Benz;Male;1844;Karlsruhe;Germany;Europe;Inventor;Invention;Science & Technology;75;4245920;56612;260.186
Carl Orff;Male;1895;Munich;Germany;Europe;Composer;Music;Arts;45;3720961;82688;260.181
Aspasia;Female;-470;Miletus;Turkey;Asia;Companion;Companions;Public Figure;32;1098835;34339;260.177
James the Just;Male;-20;Other;Palestine;Asia;Religious Figure;Religion;Institutions;38;1699182;44715;26.017
Mikhail Lermontov;Male;1814;Moscow;Russia;Europe;Writer;Language;Humanities;59;1419489;24059;260.166
Vilfredo Pareto;Male;1848;Paris;France;Europe;Economist;Social Sciences;Science & Technology;49;2231656;45544;260.145
John D. Rockefeller;Male;1839;Richford;United States;North America;Businessperson;Business;Business & Law;53;16132232;304382;260.123
Cesare Borgia;Male;1475;Papal States;Italy;Europe;Military Personnel;Military;Institutions;40;8045266;201132;260.121
Apollonius of Perga;Male;-262;Perga;Turkey;Asia;Mathematician;Math;Science & Technology;43;827755;19250;260.072
Pupienus;Male;178;Other;Unknown;Unknown;Politician;Government;Institutions;44;478996;10886;260.069
Antonio Gramsci;Male;1891;Newport;Italy;Europe;Philosopher;Philosophy;Humanities;62;5142685;82947;260.064
Torquato Tasso;Male;1544;Sorrento;Italy;Europe;Writer;Language;Humanities;51;1804586;35384;260.024
Samuel;Male;-1100;Other;Unknown;Unknown;Religious Figure;Religion;Institutions;40;1746657;43666;259.991
Paul Cézanne;Male;1839;Aix-en-Provence;France;Europe;Painter;Fine Arts;Arts;86;14017943;162999;259.988
Albert Speer;Male;1905;Mannheim;Germany;Europe;Architect;Design;Arts;52;7724852;148555;259.987
Pierre Corneille;Male;1606;Rouen;France;Europe;Writer;Language;Humanities;53;3710583;70011;259.986
Aldous Huxley;Male;1894;Godalming;United Kingdom;Europe;Writer;Language;Humanities;62;9268920;149499;259.966
Aemilianus;Male;207;Djerba;Tunisia;Africa;Politician;Government;Institutions;48;490568;10220;259.947
Anton van Leeuwenhoek;Male;1632;Delft;Netherlands;Europe;Biologist;Natural Sciences;Science & Technology;68;4806421;70683;25.994
Athanasius of Alexandria;Male;296;Alexandria;Egypt;Africa;Philosopher;Philosophy;Humanities;48;1506287;31381;25.992
Niels Henrik Abel;Male;1802;Finnoy;Norway;Europe;Mathematician;Math;Science & Technology;58;1199229;20676;259.919
Karl Jaspers;Male;1883;Oldenburg;Germany;Europe;Philosopher;Philosophy;Humanities;52;2183784;41996;259.915
Cyprian;Male;200;Tunis;Tunisia;Africa;Religious Figure;Religion;Institutions;41;1105601;26966;259.911
Deng Xiaoping;Male;1904;Guang'an;China;Asia;Politician;Government;Institutions;65;8554580;131609;259.891
Georges Danton;Male;1759;Arcis-sur-Aube;France;Europe;Politician;Government;Institutions;44;3203544;72808;259.884
Louis VII of France;Male;1120;Paris;France;Europe;Politician;Government;Institutions;53;1278955;24131;25.988
Justin Martyr;Male;100;Nablus;Palestine;Asia;Religious Figure;Religion;Institutions;43;1496156;34794;259.878
Pope Callixtus I;Male;150;Rome;Italy;Europe;Religious Figure;Religion;Institutions;60;651665;10861;259.859
Constantine VII;Male;905;Istanbul;Turkey;Asia;Writer;Language;Humanities;47;685885;14593;259.857
Callimachus;Male;-310;Cyrene;Libya;Africa;Writer;Language;Humanities;40;634242;15856;259.845
Charles I, Duke of Burgundy;Male;1433;Dijon;France;Europe;Nobleman;Government;Institutions;42;1565352;37270;259.833
Nicholas I of Russia;Male;1796;Leningrad Oblast;Russia;Europe;Politician;Government;Institutions;55;4852599;88229;259.827
Alcaeus;Male;-620;Mytilene;Greece;Europe;Writer;Language;Humanities;37;512525;13852;259.827
Takeda Shingen;Male;1521;Kofu;Japan;Asia;Politician;Government;Institutions;29;5024048;173243;259.816
Fatima bint Muhammad;Female;605;Mecca;Saudi Arabia;Asia;Companion;Companions;Public Figure;47;2525462;53733;259.811
Catherine I of Russia;Female;1684;Rõngu Parish;Russia;Europe;Politician;Government;Institutions;54;3030436;56119;259.784
Martin Scorsese;Male;1942;New York;United States;North America;Film Director;Film And Theatre;Arts;66;17289562;261963;259.699
André Breton;Male;1896;Tinchebray;France;Europe;Writer;Language;Humanities;51;4090932;80214;259.694
Charles I of England;Male;1600;Dunfermline;United Kingdom;Europe;Politician;Government;Institutions;62;10020986;161629;259.679
Selim I;Male;1465;Amasya;Turkey;Asia;Politician;Government;Institutions;55;4325187;78640;259.679
Henry II of France;Male;1519;Paris;France;Europe;Politician;Government;Institutions;54;2989331;55358;259.674
Jogaila;Male;1362;Vilnius;Lithuania;Europe;Politician;Government;Institutions;44;2262816;51428;259.652
Murad II;Male;1404;Amasya;Turkey;Asia;Politician;Government;Institutions;56;1484817;26515;25.965
Louis de Funès;Male;1914;Courbevoie;France;Europe;Actor;Film And Theatre;Arts;53;8830972;166622;259.643
Louis XII of France;Male;1462;Blois;France;Europe;Politician;Government;Institutions;60;2259888;37665;259.631
Clotaire I;Male;497;Soissons;France;Europe;Politician;Government;Institutions;42;606550;14442;259.623
Thutmose II;Male;-1500;Other;Unknown;Unknown;Politician;Government;Institutions;34;548173;16123;259.623
August Strindberg;Male;1849;Stockholm;Sweden;Europe;Writer;Language;Humanities;60;3491536;58192;259.602
Jean-François Champollion;Male;1790;Figeac;France;Europe;Archaeologist;Natural Sciences;Science & Technology;54;2134973;39537;259.587
Walt Whitman;Male;1819;Long Island;United States;North America;Writer;Language;Humanities;63;8486024;134699;259.573
Humphrey Bogart;Male;1899;New York;United States;North America;Actor;Film And Theatre;Arts;70;11396025;162800;259.566
Selim II;Male;1524;Istanbul;Turkey;Asia;Politician;Government;Institutions;52;5165887;99344;259.561
Florianus;Male;200;Other;Unknown;Unknown;Politician;Government;Institutions;41;465662;11358;259.548
Sully Prudhomme;Male;1839;Paris;France;Europe;Writer;Language;Humanities;70;897814;12826;259.513
Gordian I;Male;159;Phrygia;Turkey;Asia;Politician;Government;Institutions;47;581253;12367;259.501
Pope Anacletus;Male;1;Rome;Italy;Europe;Religious Figure;Religion;Institutions;64;935690;14620;259.488
Yasunari Kawabata;Male;1899;Osaka;Japan;Asia;Writer;Language;Humanities;70;3183315;45476;259.484
Roman Polański;Male;1933;Paris;France;Europe;Film Director;Film And Theatre;Arts;62;18610076;300163;259.474
Dagobert I;Male;603;Other;Unknown;Unknown;Politician;Government;Institutions;37;945242;25547;259.472
Évariste Galois;Male;1811;Bourg-la-Reine;France;Europe;Mathematician;Math;Science & Technology;61;2205639;36158;259.466
Arcangelo Corelli;Male;1653;Fusignano;Italy;Europe;Musician;Music;Arts;51;1772943;34764;259.466
Henry II of England;Male;1133;Le Mans;France;Europe;Politician;Government;Institutions;57;6056688;106258;259.458
Henry the Navigator;Male;1394;Porto;Portugal;Europe;Explorer;Explorers;Exploration;44;3375328;76712;259.451
Gerald Ford;Male;1913;Omaha;United States;North America;Politician;Government;Institutions;97;14221045;146609;259.435
E.T.A. Hoffmann;Male;1776;Kaliningrad;Russia;Europe;Writer;Language;Humanities;48;2876869;59935;259.434
Abel Tasman;Male;1603;Lutjegast;Netherlands;Europe;Explorer;Explorers;Exploration;70;1821062;26015;259.433
Charles X of France;Male;1757;Paris;France;Europe;Politician;Government;Institutions;55;3361066;61110;259.419
Frédéric Mistral;Male;1830;Provence;France;Europe;Writer;Language;Humanities;69;751779;10895;259.401
Atahualpa;Male;1497;Quito;Ecuador;South America;Politician;Government;Institutions;43;3244572;75455;25.939
Hendrik Lorentz;Male;1853;Arnhem;Netherlands;Europe;Physicist;Natural Sciences;Science & Technology;72;1451687;20162;259.382
John III Sobieski;Male;1629;Olesko;Ukraine;Europe;Politician;Government;Institutions;48;2756723;57432;259.375
Jane Seymour;Female;1508;Wiltshire;United Kingdom;Europe;Companion;Companions;Public Figure;43;9203708;214040;259.352
Napoleon II of France;Male;1811;Paris;France;Europe;Politician;Government;Institutions;51;2573051;50452;259.348
Louis XVII of France;Male;1785;Paris;France;Europe;Politician;Government;Institutions;46;3117216;67766;259.348
Empress Dowager Cixi;Female;1835;Beijing;China;Asia;Politician;Government;Institutions;66;5575103;84471;259.327
Hugo Grotius;Male;1583;Delft;Netherlands;Europe;Lawyer;Law;Business & Law;49;1618688;33034;25.931
James Monroe;Male;1758;Monroe Hall;United States;North America;Politician;Government;Institutions;95;5235472;55110;259.301
Giovanni Bellini;Male;1430;Venice;Italy;Europe;Painter;Fine Arts;Arts;40;1667874;41697;259.292
Golda Meir;Female;1898;Kiev;Ukraine;Europe;Politician;Government;Institutions;69;5027399;72861;259.263
Guy Fawkes;Male;1570;York;United Kingdom;Europe;Military Personnel;Military;Institutions;46;20778443;451705;259.262
Moctezuma II;Male;1466;Tenochtitlan;Mexico;North America;Politician;Government;Institutions;48;3636304;75756;259.261
Vangelis;Male;1943;Volos;Greece;Europe;Composer;Music;Arts;46;6223870;135302;259.251
Justinian II;Male;669;Istanbul;Turkey;Asia;Politician;Government;Institutions;44;623774;14177;259.238
Truman Capote;Male;1924;New Orleans;United States;North America;Writer;Language;Humanities;54;9254606;171382;259.214
Andrea del Verrocchio;Male;1435;Florence;Italy;Europe;Painter;Fine Arts;Arts;42;1361678;32421;25.921
Gregory of Nazianzus;Male;330;Cappadocia;Turkey;Europe;Physician;Medicine;Science & Technology;47;976688;20781;259.192
Bud Spencer;Male;1929;Naples;Italy;Europe;Actor;Film And Theatre;Arts;32;12397601;387425;25.919
